"0.008","D","+ Besuch, letzte 5 Min. (Besuchszuschlag)","","","2001-01-01","2199-12-31","2001-11-08"
"0.009","D","Wegentschädigung, pro 5 Min.","Entschädigt wird die reine Fahrzeit, unabhängig vom gewählten Fahrzeug, bzw. die Wegzeit als Fussgänger.  Die für die Wegentschädigung massgebliche Zeit beginnt beim Verlassen des Praxisstandortes des Facharztes und endet mit dem Eintreffen beim Patienten.  Beim Besuch mehrerer Patienten in der gleichen Besuchstour kann nur die für den Ortswechsel vom vorherigen zum nächsten Patienten aufgewendete Zeit abgerechnet werden.   Die Wegentschädigung für die Rückkehr bemisst sich nach der Zeit für die Fahrt/Weg vom letzten Patienten zum Praxisstandort/Ausgangsort.  Bei Notfallbesuchen ist der effektive Standort des Facharztes massgeblich für die Berechnung der zum Besuch notwendigen Fahrzeit, solange sich dieser Standort innerhalb des Notfallkreises befindet.   Befindet sich der Facharzt ausserhalb seines Notfallkreises, so ist die Fahrzeit ab Erreichen dessen Grenzen massgeblich.  Bei einem vergeblichen, notfallmässigen Besuch können die Weggebühr sowie ein Besuch à 5 Min. abgerechnet werden.  Transportkosten sind in dieser Leistung inbegriffen.","","2001-01-01","2004-12-31","2004-11-15"
"0.009","D","+ Wegentschädigung, pro 5 Min.","Entschädigt wird die reine Fahrzeit, unabhängig vom gewählten Fahrzeug, bzw. die Wegzeit als Fussgänger.  Die für die Wegentschädigung massgebliche Zeit beginnt beim Verlassen des Praxisstandortes des Facharztes und endet mit dem Eintreffen beim Patienten.  Beim Besuch mehrerer Patienten in der gleichen Besuchstour kann nur die für den Ortswechsel vom vorherigen zum nächsten Patienten aufgewendete Zeit abgerechnet werden.   Die Wegentschädigung für die Rückkehr bemisst sich nach der Zeit für die Fahrt/Weg vom letzten Patienten zum Praxisstandort/Ausgangsort.  Bei Notfallbesuchen ist der effektive Standort des Facharztes massgeblich für die Berechnung der zum Besuch notwendigen Fahrzeit, solange sich dieser Standort innerhalb des Notfallkreises befindet.   Befindet sich der Facharzt ausserhalb seines Notfallkreises, so ist die Fahrzeit ab Erreichen dessen Grenzen massgeblich.  Bei einem vergeblichen, notfallmässigen Besuch können die Weggebühr sowie ein Besuch à 5 Min. abgerechnet werden.  Transportkosten sind in dieser Leistung inbegriffen.","","2005-01-01","2006-03-31","2006-01-13"
"0.0095","D","+ Wegentschädigung, pro 5 Min.","Entschädigt wird die reine Fahrzeit, unabhängig vom gewählten Fahrzeug, bzw. die Wegzeit als Fussgänger.   Die für die Wegentschädigung massgebliche Zeit beginnt beim Verlassen des Praxisstandortes des Facharztes und endet mit dem Eintreffen beim Patienten.   Beim Besuch mehrerer Patienten in der gleichen Besuchstour kann nur die für den Ortswechsel vom vorherigen zum nächsten Patienten aufgewendete Zeit abgerechnet werden.   Die Wegentschädigung für die Rückkehr bemisst sich nach der Zeit für die Fahrt/Weg vom letzten Patienten zum Praxisstandort/Ausgangsort.   Bei Notfallbesuchen ist der effektive Standort des Facharztes massgeblich für die Berechnung der zum Besuch notwendigen Fahrzeit, solange sich dieser Standort innerhalb des Notfallkreises befindet.   Befindet sich der Facharzt ausserhalb seines Notfallkreises, so ist die Fahrzeit ab Erreichen dessen Grenzen massgeblich.   Bei einem vergeblichen, notfallmässigen Besuch können die Weggebühr sowie ein Besuch à 5 Min. abgerechnet werden.   Transportkosten sind in dieser Leistung inbegriffen.   Im Zusammenhang mit Konsilien dürfen Wegentschädigungen nur verrechnet werden, wenn der Patient nicht transportfähig ist und das Konsilium in der Praxis des zu beratenden Facharztes durchgeführt werden muss bzw. wenn die Anwesenheit des zu beratenden Arztes beim Konsilium ausserhalb seiner Praxis medizinisch unabdingbar ist (z.B. am Krankenbett).   Gilt nicht für Konsilien im Spital.","","2006-04-01","2009-02-28","2008-11-28"
"0.0095","D","+ Wegentschädigung, pro 5 Min.","Entschädigt wird die reine Fahrzeit, unabhängig vom gewählten Fahrzeug, bzw. die Wegzeit als Fussgänger.   Die für die Wegentschädigung massgebliche Zeit beginnt beim Verlassen des Praxisstandortes des Facharztes und endet mit dem Eintreffen beim Patienten.   Beim Besuch mehrerer Patienten in der gleichen Besuchstour kann nur die für den Ortswechsel vom vorherigen zum nächsten Patienten aufgewendete Zeit abgerechnet werden.   Die Wegentschädigung für die Rückkehr bemisst sich nach der Zeit für die Fahrt/Weg vom letzten Patienten zum Praxisstandort/Ausgangsort.   Bei Notfallbesuchen ist der effektive Standort des Facharztes massgeblich für die Berechnung der zum Besuch notwendigen Fahrzeit, solange sich dieser Standort innerhalb des Notfallkreises befindet.   Befindet sich der Facharzt ausserhalb seines Notfallkreises, so ist die Fahrzeit ab Erreichen dessen Grenzen massgeblich.   Bei einem vergeblichen, notfallmässigen Besuch können die Weggebühr sowie ein Besuch à 5 Min. abgerechnet werden.   Transportkosten sind in dieser Leistung inbegriffen.   Im Zusammenhang mit Konsilien dürfen Wegentschädigungen nur verrechnet werden, wenn der Patient nicht transportfähig ist und das Konsilium in der Praxis des zu beratenden Facharztes durchgeführt werden muss bzw. wenn die Anwesenheit des zu beratenden Arztes beim Konsilium ausserhalb seiner Praxis medizinisch unabdingbar ist (z.B. am Krankenbett).   Gilt nicht für Konsilien im Spital.  Gilt nicht für die Wegzeit des Belegarztes zwischen der Arztpraxis und dem Belegspital.","","2009-03-01","2199-12-31","2008-11-28"
"0.01","D","Patiententransport durch den Facharzt, pro 5 Min.","Entschädigt werden nur medizinisch notwendige Transporte mit dem Fahrzeug des Facharztes; die medizinisch notwendige Transportbegleitung nicht im Fahrzeug des Facharztes wird gemäss Tarifposition 'Besuch' entschädigt.   Gilt auch für den Transport von Patienten in der Isolette mit ärztlicher Betreuung.  Gilt auch für die Rückfahrt.","","2001-01-01","2199-12-31","2001-11-08"
"0.011","D","Telefonische Konsultation durch den Facharzt, erste 5 Min.","Gilt auch für die telefonische Beratung von Angehörigen von Kindern und nicht gesprächsfähigen Patienten.","","2001-01-01","2199-12-31","2001-11-08"
"0.012","D","+ Telefonische Konsultation durch den Facharzt, jede weiteren 5 Min.","","","2001-01-01","2199-12-31","2001-11-08"
"0.013","D","+ Telefonische Konsultation durch den Facharzt, letzte 5 Min.","","","2001-01-01","2199-12-31","2001-11-08"
"0.014","D","Ärztliche Leistung in Abwesenheit des Patienten (inkl. Aktenstudium), pro 5 Min.","Gilt für alle ärztlichen Leistungen zur Behandlung des Patienten in dessen Abwesenheit (ausgenommen telefonische Konsultation), die notwendigerweise durch den Facharzt mündlich oder telefonisch erfolgen müssen, z.B. Erkundigungen bei Dritten, Auskunft an Angehörige oder andere Bezugspersonen des Patienten, Besprechung mit Therapeuten und Betreuern, Überweisung an Konsiliarärzte, Ausstellen von Rezepten oder Verordnungen ausserhalb von Konsultation, Besuch und telefonischer Konsultation.   Gilt auch als Konsultation (max. 1 x pro Einsendung) in Instituten für Pathologie.","","2001-01-01","2199-12-31","2001-11-08"
"0.015","D","Medikamentenverabreichung durch nichtärztliches Personal","Gilt nur für Abgabe von Methadon und Antabus.","Nur verrechenbar, falls die Medikamentenverabreichung ohne ärztliche Beratung erfolgt.","2001-01-01","2006-03-31","2006-01-13"
"0.015","D","Medikamentenverabreichung durch nichtärztliches Personal","Gilt für Abgabe von Antabus.  Die Abgeltung für die Substitutionsbehandlung bei Opiatabhängigkeit erfolgt in Form von Pauschalen gemäss {KLV}.","Nur verrechenbar, falls die Medikamentenverabreichung ohne ärztliche Beratung erfolgt.","2006-04-01","2007-03-31","2007-01-08"
"0.015","D","Medikamentenverabreichung durch nichtärztliches Personal","Gilt für Abgabe von Antabus.  Die Abgeltung für die Substitutionsbehandlung bei Opiatabhängigkeit erfolgt in Form von Pauschalen gemäss {KLV}.  Nur verrechenbar, falls die Medikamentenverabreichung ohne ärztliche Beratung erfolgt.","","2007-04-01","2007-12-31","2007-09-25"
"0.015","D","Medikamentenverabreichung durch nichtärztliches Personal","Gilt für Abgabe von Antabus.  Substitutionsbehandlung bei Opiatabhängigkeit: Pos. (00.0155).   Nur verrechenbar, falls die Medikamentenverabreichung ohne ärztliche Beratung erfolgt.","","2008-01-01","2199-12-31","2007-09-25"
"0.0155","D","Nichtärztliche Medikamentenabgabe zur Substitutionsbehandlung bei Opiatabhängigkeit","Gilt für die nichtärztliche Medikamentenabgabe in der Arztpraxis von Methadon und Buprenorphin im Rahmen einer Substitutionsbehandlung bei Opiatabhängigkeit gemäss {KLV}, Anhang 1.  Nur verrechenbar, falls die Medikamentenabgabe ohne ärztliche Beratung erfolgt.","","2008-01-01","2199-12-31","2007-09-25"
"0.016","D","Überwachte Urinabgabe bei Alkohol-/Drogenpatienten durch nichtärztliches Personal","Die Leistung umfasst allfälliges für den Patienten unerwartetes Aufgebot, Überwachung der Urinabgabe in der Praxis, Postversand der Urinprobe.","Nur verrechenbar, falls die Urinabgabe nicht im Rahmen einer Konsultation erfolgt.  Nichtpflichtleistung bei gerichtlich verfügten Kontrollen.","2005-01-01","2007-03-31","2007-01-08"
"0.016","D","Überwachte Urinabgabe bei Alkohol-/Drogenpatienten durch nichtärztliches Personal","Die Leistung umfasst allfälliges für den Patienten unerwartetes Aufgebot, Überwachung der Urinabgabe in der Praxis, Postversand der Urinprobe.  Nur verrechenbar, falls die Urinabgabe nicht im Rahmen einer Konsultation erfolgt.  Nichtpflichtleistung bei gerichtlich verfügten Kontrollen.","","2007-04-01","2199-12-31","2007-01-08"
"0.021","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie A: Operation/Intervention/Wochenbett","Beinhaltet Aufklärung des Patienten unmittelbar vor der Operation/Intervention, Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","Abrechenbar am Eintrittstag, am Operationstag u/o Interventionstag, am ersten Tag nach der Operation u/o Intervention, sowie am ersten Tag nach der Geburt; nur einmal am selben Tag abrechenbar, falls Eintrittstag mit Operationstag u/o Interventionstag zusammenfällt.   Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","2001-01-01","2006-03-31","2006-01-13"
"0.021","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie A: Operation/Intervention/Wochenbett","Beinhaltet Aufklärung des Patienten unmittelbar vor der Operation/Intervention, Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.","Abrechenbar am Eintrittstag, am Operationstag u/o Interventionstag, am ersten Tag nach der Operation u/o Intervention, sowie am ersten Tag nach der Geburt; nur einmal am selben Tag abrechenbar, falls Eintrittstag mit Operationstag u/o Interventionstag zusammenfällt.   Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","2006-04-01","2007-03-31","2007-01-08"
"0.021","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie A: Operation/Intervention/Wochenbett","Beinhaltet Aufklärung des Patienten unmittelbar vor der Operation/Intervention, Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).  Definition Operation/Intervention siehe {4}.  Abrechenbar am Eintrittstag, am Operationstag u/o Interventionstag, am ersten Tag nach der Operation u/o Intervention, sowie am ersten Tag nach der Geburt; nur einmal am selben Tag abrechenbar, falls Eintrittstag mit Operationstag u/o Interventionstag zusammenfällt.  Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","","2007-04-01","2199-12-31","2007-01-08"
"0.022","D","+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie A","","","2001-01-01","2199-12-31","2007-09-25"
"0.023","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie B: Operation/Intervention/Wochenbett","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten bei Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","Abrechenbar ab dem zweiten Tag nach der Operation u/o Intervention u/o während des Wochenbettes bis und mit Austrittstag; nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar.   Für elektronisch abrechnende Fachärzte siehe (00.0310).","2001-01-01","2006-03-31","2006-01-13"
"0.023","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie B: Operation/Intervention/Wochenbett","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten bei Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.","Abrechenbar ab dem zweiten Tag nach der Operation u/o Intervention u/o während des Wochenbettes bis und mit Austrittstag; nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar.   Für elektronisch abrechnende Fachärzte siehe (00.0310).","2006-04-01","2007-03-31","2007-01-08"
"0.023","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie B: Operation/Intervention/Wochenbett","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten bei Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).  Definition Operation/Intervention siehe {4}.  Abrechenbar ab dem zweiten Tag nach der Operation u/o Intervention u/o während des Wochenbettes bis und mit Austrittstag; nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar.  Für elektronisch abrechnende Fachärzte siehe (00.0310).","","2007-04-01","2199-12-31","2007-01-08"
"0.024","D","+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie B","","","2001-01-01","2199-12-31","2001-11-08"
"0.025","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie C: Behandlung ohne Operation/Intervention/Geburt","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","2001-01-01","2006-03-31","2006-01-13"
"0.025","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie C: Behandlung ohne Operation/Intervention/Geburt","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.","Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","2006-04-01","2007-03-31","2007-01-08"
"0.025","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie C: Behandlung ohne Operation/Intervention/Geburt","Beinhaltet: Gespräche mit dem Patienten u/o mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.  Nur durch den hauptverantwortlich behandelnden Facharzt abrechenbar; für elektronisch abrechnende Fachärzte siehe (00.0310).","","2007-04-01","2199-12-31","2007-01-08"
"0.026","D","+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie C","","","2001-01-01","2199-12-31","2001-11-08"
"0.027","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie E: mit oder ohne Operation/Intervention oder Wochenbett","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","Nur durch den eigenverantwortlich mitbehandelnden Facharzt abrechenbar; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28]; gilt nicht für assistierende Ärzte; für elektronisch abrechnende Fachärzte siehe (00.0320).","2001-01-01","2006-03-31","2006-01-13"
"0.027","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie E: mit oder ohne Operation/Intervention oder Wochenbett","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.","Nur durch den eigenverantwortlich mitbehandelnden Facharzt abrechenbar; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28]; gilt nicht für assistierende Ärzte; für elektronisch abrechnende Fachärzte siehe (00.0320).","2006-04-01","2007-03-31","2007-01-08"
"0.027","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie E: mit oder ohne Operation/Intervention oder Wochenbett","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.  Nur durch den eigenverantwortlich mitbehandelnden Facharzt abrechenbar; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28]; gilt nicht für assistierende Ärzte; für elektronisch abrechnende Fachärzte siehe (00.0320).","","2007-04-01","2199-12-31","2007-09-25"
"0.031","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie D: mit und ohne Operation/Intervention oder Wochenbett, pro 5 Min.","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial); gilt nicht für Betreuung der Gebärenden am Tag der Geburt (siehe [22.02.02.02]).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","","2001-01-01","2006-03-31","2006-01-13"
"0.031","D","Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie D: mit und ohne Operation/Intervention oder Wochenbett, pro 5 Min.","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial); gilt nicht für Betreuung der Gebärenden am Tag der Geburt (siehe [22.02.02.02]).   Definition Operation/Intervention siehe {4}.","","2006-04-01","2199-12-31","2008-11-28"
"0.032","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie F: mit oder ohne Operation/Intervention oder Wochenbett, pro 5 Min.","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe Generelle Interpretationen {4}.","Gilt nicht für assistierende Ärzte; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28].","2001-01-01","2006-03-31","2006-01-13"
"0.032","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie F: mit oder ohne Operation/Intervention oder Wochenbett, pro 5 Min.","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.","Gilt nicht für assistierende Ärzte; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28].","2006-04-01","2007-03-31","2007-01-08"
"0.032","D","Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie F: mit oder ohne Operation/Intervention oder Wochenbett, pro 5 Min.","Beinhaltet: Aufklärung des Patienten; Gespräche mit den für den Patienten zuständigen Personen, Visiten beim Patienten (inkl. Wundpflege, Verbandwechsel, Entfernung von Wundverschlussmaterial).   Definition Operation/Intervention siehe {4}.  Gilt nicht für assistierende Ärzte; gilt nicht für Fachärzte der Anästhesie am Tag der Anästhesie [28].","","2007-04-01","2199-12-31","2007-09-25"
"0.041","D","Kleine Untersuchung durch den Facharzt für Grundversorgung","Die Leistung beinhaltet mindestens die folgenden Teile:   - Gewicht und allenfalls Länge - orientierende Allgemeinbeurteilung - Haut kursorisch, Mund/Zähne, Rachen/Hals, Trommelfell (Kind) - physikalische Untersuchung der Thoraxorgane - Puls, Blutdruck (Erwachsene) - physikalische Untersuchung des Abdomens","","2001-01-01","2199-12-31","2001-11-08"
"0.042","D","Umfassende Untersuchung durch den Facharzt für Grundversorgung","Die Tarifposition beinhaltet die vollständige kleine Untersuchung durch den Grundversorger sowie mindestens 4 frei wählbare Ergänzungen aus der folgenden Liste oder sämtliche Teile der orientierenden neurologischen Untersuchung:  1. Ergänzungen  - Augeninspektion im auffallenden Licht, Inspektion brechende Medien, Fundoskopie (Handophthalmoskop) - Visus, Gesichtsfeld (Finger), eventuell Farbsehen und Stereoskopie (Tafeln, Finger) - einfache Gehörprüfung (Flüsterzahlen oder Screening-Audiometrie, eventuell Stimmgabeltests) - vordere Rhinoskopie oder Otoskopie - neurologische Teiluntersuchung: Zwei Teile der orientierenden oder eine regionale neurologische Untersuchung, z.B. Arm - orientierende Untersuchung des Bewegungsapparates - physikalische Gefässuntersuchung inkl. allf. CW-Doppleruntersuchung - Lymphknotenstatus, physikalische Untersuchung der Schilddrüse - orientierende externe Genitaluntersuchung - Rektaluntersuchung inkl. allf. Prostatauntersuchung  2. Teile der orientierenden neurologischen Untersuchung  - Hirnnerven inkl. kursorischer Gesichtsfeldprüfung - Spontanmotorik, Muskeltonus, rohe Kraft Extremitäten - Sehnenreflexe an Extremitäten, mindestens 4 Paare - Koordinationstests inkl. Gangprüfung - Pyramidenzeichen  - Oberflächensensibilität und Tiefensensibilität","","2001-01-01","2199-12-31","2001-11-08"
"0.043","D","Kleine rheumatologische Untersuchung durch den Facharzt für Rheumatologie, Physikalische Medizin und Rehabilitation","Beinhaltet 2 der folgenden Teile:  - Gelenkstatus: Palpation, Beweglichkeit aller Extremitätengelenke  - Wirbelsäulenstatus: Beweglichkeit aller Wirbelsäulensegmente, Palpation der wirbelsäulennahen Strukturen  - Muskelstatus: Testung von Länge, Kraft; Palpation von Schmerzpunkten an Rumpfmuskeln und Extremitätenmuskeln  - 2 oder mehr Teile der orientierenden, neurologischen Untersuchung durch den Facharzt für Grundversorgung (00.0420)  - internistischer Status: Kardiopulmonale Organe, Abdomen, Gefässe, Lymphknoten","","2001-01-01","2199-12-31","2001-11-08"
"0.044","D","Umfassende rheumatologische Untersuchung durch den Facharzt für Rheumatologie, Physikalische Medizin und Rehabilitation","Beinhaltet mindestens 3 der folgenden Teile:  - Gelenkstatus: Palpation, Beweglichkeit aller Extremitätengelenke  - Wirbelsäulenstatus: Beweglichkeit aller Wirbelsäulensegmente, Palpation der wirbelsäulennahen Strukturen  - Muskelstatus: Testung von Länge, Kraft; Palpation von Schmerzpunkten an Rumpfmuskeln und Extremitätenmuskeln  - 2 oder mehr Teile der orientierenden, neurologischen Untersuchung durch den Facharzt für Grundversorgung (00.0420)  - internistischer Status: Kardiopulmonale Organe, Abdomen, Gefässe, Lymphknoten","","2001-01-01","2199-12-31","2001-11-08"
