GE Healthcare AG,,3026566.0,17827.0,54637232.0,,38687.0,"Accupaque, Inj Lös 350 mg, Plast Fl 200 ml",129.28,164.8,,,,Iohexolum,15387.0,N,7680546372323.0
Pfizer AG,,1383776.0,15578.0,50141039.0,,32947.0,"Accupro 10, Filmtabl 10 mg, 30 Stk",8.56,18.0,,,,Quinaprilum,25.0,N,7680501410398.0
Pfizer AG,,1383782.0,15578.0,50141055.0,,32947.0,"Accupro 10, Filmtabl 10 mg, 100 Stk",26.6,46.9,,,,Quinaprilum,26.0,N,7680501410558.0
Pfizer AG,,1383799.0,15578.0,50141063.0,,32947.0,"Accupro 20, Filmtabl 20 mg, 30 Stk",14.02,28.35,,,,Quinaprilum,27.0,N,7680501410633.0
Pfizer AG,,1383807.0,15578.0,50141098.0,,32947.0,"Accupro 20, Filmtabl 20 mg, 100 Stk",43.58,66.45,,,,Quinaprilum,28.0,N,7680501410985.0
Pfizer AG,,1498700.0,16122.0,51946014.0,,34408.0,"Accuretic 10/12.5, Filmtabl 10/12.5mg, 30 Stk",11.8236,25.85,,,,"Quinaprilum, Hydrochlorothiazidum",29.0,N,7680519460149.0
Pfizer AG,,1498717.0,16122.0,51946022.0,,34408.0,"Accuretic 10/12.5, Filmtabl 10/12.5mg, 100 Stk",36.7911,58.65,,,,"Quinaprilum, Hydrochlorothiazidum",30.0,N,7680519460224.0
Pfizer AG,,1598755.0,16122.0,51946057.0,,34773.0,"Accuretic 20/12.5, Filmtabl 20/12.5mg, 30 Stk",14.1292,28.5,,,,"Quinaprilum, Hydrochlorothiazidum",31.0,N,7680519460576.0
Pfizer AG,,1598761.0,16122.0,51946065.0,,34773.0,"Accuretic 20/12.5, Filmtabl 20/12.5mg, 100 Stk",48.8512,72.5,,,,"Quinaprilum, Hydrochlorothiazidum",32.0,N,7680519460651.0
Streuli Pharma AG,,5338459.0,20018.0,62355001.0,,41275.0,"Acetalgin, Tabl 1 g, 16 Stk",2.21,6.65,,,,Paracetamolum,31025.0,N,7680623550019.0
Streuli Pharma AG,,5338465.0,20018.0,62355002.0,,41275.0,"Acetalgin, Tabl 1 g, 40 Stk",4.58,9.35,,,,Paracetamolum,31026.0,N,7680623550026.0
Streuli Pharma AG,,5338471.0,20018.0,62355003.0,,41275.0,"Acetalgin, Tabl 1 g, 100 Stk",9.05,18.6,,,,Paracetamolum,31024.0,N,7680623550033.0
Streuli Pharma AG,,1015529.0,14115.0,34186057.0,,30390.0,"Acetalgin, Tabl 500 mg, 20 Stk",1.38,2.55,,,,Paracetamolum,47.0,N,7680341860575.0
Streuli Pharma AG,,915053.0,14115.0,34186014.0,,38200.0,"Acetalgin, Tabl 500 mg, 100 Stk",5.85,14.9,,,,Paracetamolum,14428.0,N,7680341860148.0
Streuli Pharma AG,,1379591.0,15570.0,49493010.0,,32947.0,"Acetalgin, Supp 125 mg, 10 Stk",1.57,2.9,,,,Paracetamolum,48.0,N,7680494930101.0
Streuli Pharma AG,,1379645.0,15570.0,49493053.0,,32947.0,"Acetalgin, Supp 250 mg, 10 Stk",1.73,3.2,,,,Paracetamolum,49.0,N,7680494930538.0
Streuli Pharma AG,,1379680.0,15570.0,49493118.0,,32947.0,"Acetalgin, Supp 500 mg, 10 Stk",1.98,3.65,,,,Paracetamolum,50.0,N,7680494931184.0
Salmon Pharma GmbH,,4578115.0,19953.0,57258001.0,,41214.0,"Acetaphos, Filmtabl 750 mg, 100 Stk",7.46,16.75,,,,Calcii acetas,26160.0,N,7680572580013.0
Actavis Switzerland AG,,5767663.0,20138.0,58859005.0,,41579.0,"Acetylcystein Actavis, Brausetabl 200 mg, 30 Stk",3.09,5.7,,,,Acetylcysteinum,32720.0,N,7680588590051.0
Actavis Switzerland AG,,5767686.0,20138.0,58859006.0,,41579.0,"Acetylcystein Actavis, Brausetabl 600 mg, 10 Stk",3.41,6.3,,,,Acetylcysteinum,32721.0,N,7680588590068.0
Helvepharm AG,,2718285.0,18037.0,52132045.0,,38169.0,"Acetylcystein Helvepharm, Brausetabl 200 mg, 30 Stk",3.09,5.7,,,,Acetylcysteinum,14311.0,N,7680521320455.0
Helvepharm AG,,2718291.0,18037.0,52132053.0,,38169.0,"Acetylcystein Helvepharm, Brausetabl 600 mg, 10 Stk",3.41,6.3,,,,Acetylcysteinum,14312.0,N,7680521320530.0
Dermapharm AG,,5342030.0,20056.0,61876001.0,,41395.0,"Acicutan, Kaps 10 mg, 30 Stk",24.91,45.0,,,,Acitretinum,31028.0,N,7680618760010.0
Dermapharm AG,,5342047.0,20056.0,61876002.0,,41395.0,"Acicutan, Kaps 10 mg, 100 Stk",85.89,115.0,,,,Acitretinum,31027.0,N,7680618760027.0
Dermapharm AG,,5342053.0,20056.0,61876003.0,,41395.0,"Acicutan, Kaps 25 mg, 30 Stk",55.4,80.0,,,,Acitretinum,31030.0,N,7680618760034.0
Dermapharm AG,,5342076.0,20056.0,61876004.0,,41395.0,"Acicutan, Kaps 25 mg, 100 Stk",177.35,220.0,,,,Acitretinum,31029.0,N,7680618760041.0
Streuli Pharma AG,,1849298.0,18081.0,36752017.0,,38200.0,"Acidum folicum Streuli, Tabl 5 mg, 100 Stk",5.25,14.2,,,,Acidum folicum,14427.0,N,7680367520170.0
Novartis Pharma Schweiz AG,,3365788.0,18542.0,57363001.0,,39417.0,"Aclasta, Inf Lös 5 mg/100ml, Amp 100 ml",352.1,420.6,,,,Acidum zoledronicum,16133.0,N,7680573630014.0
Louis Widmer AG,,534150.0,9967.0,30096010.0,,23816.0,"Acne, Creme Widmer, 50 ml",4.55,8.4,,,,"Acidum salicylicum, Silica colloidalis anhydrica, Triclosanum, Sulfur colloidale",83.0,N,7680300960100.0
Louis Widmer AG,,651163.0,13995.0,38257013.0,,30025.0,"Acne, Gel Widmer, 50 ml",0.0,0.0,,,,"Triclosanum, Sulfur colloidale, Pyridoxini hydrochloridum, Ureum",86.0,N,7680382570136.0
Louis Widmer AG,,1198168.0,14970.0,47033012.0,,31486.0,"Acne Creme Plus, Creme Widmer, 30 ml",7.45,13.75,,,,"Benzoylis peroxidum, Miconazoli nitras",85.0,N,7680470330123.0
Roche Pharma (Schweiz) AG,,4038169.0,19015.0,58868001.0,,39934.0,"Actemra, Inf Konz 80 mg/4ml, Durchstf 4 ml",190.33,234.9,,,,Tocilizumabum,23129.0,N,7680588680011.0
Roche Pharma (Schweiz) AG,,6089165.0,20240.0,63166001.0,,41944.0,"Actemra, Inj Lös 162 mg/0.9ml, Fertspr 4 Stk",1412.48,1610.65,,,,Tocilizumabum,34108.0,N,7680631660014.0
Roche Pharma (Schweiz) AG,,4038175.0,19015.0,58868002.0,,39934.0,"Actemra, Inf Konz 200 mg/10ml, Durchstf 10 ml",475.81,562.65,,,,Tocilizumabum,23130.0,N,7680588680028.0
Roche Pharma (Schweiz) AG,,4038181.0,19015.0,58868003.0,,39934.0,"Actemra, Inf Konz 400 mg/20ml, Durchstf 20 ml",951.63,1105.2,,,,Tocilizumabum,23131.0,N,7680588680035.0
Almirall AG,,4945306.0,19521.0,61467001.0,,40940.0,"Actikerall, Lös, Fl 25 ml",55.0,79.55,,,,"Fluorouracilum, Acidum salicylicum",28467.0,N,7680614670016.0
Teva Pharma AG,,2986270.0,18126.0,57002001.0,,38749.0,"Actiq, Lutschtabl 200 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14579.0,N,7680570020016.0
Teva Pharma AG,,2986287.0,18126.0,57002007.0,,38749.0,"Actiq, Lutschtabl 200 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14580.0,N,7680570020078.0
Teva Pharma AG,,2986293.0,18126.0,57002009.0,,38749.0,"Actiq, Lutschtabl 400 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14581.0,N,7680570020092.0
Teva Pharma AG,,2986301.0,18126.0,57002015.0,,38749.0,"Actiq, Lutschtabl 400 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14582.0,N,7680570020153.0
Teva Pharma AG,,2986318.0,18126.0,57002017.0,,38749.0,"Actiq, Lutschtabl 600 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14583.0,N,7680570020177.0
Teva Pharma AG,,2986324.0,18126.0,57002023.0,,38749.0,"Actiq, Lutschtabl 600 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14584.0,N,7680570020238.0
Teva Pharma AG,,2986330.0,18126.0,57002025.0,,38749.0,"Actiq, Lutschtabl 800 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14585.0,N,7680570020252.0
Teva Pharma AG,,2986347.0,18126.0,57002031.0,,38749.0,"Actiq, Lutschtabl 800 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14586.0,N,7680570020313.0
Teva Pharma AG,,2986353.0,18126.0,57002033.0,,38749.0,"Actiq, Lutschtabl 1200 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14587.0,N,7680570020337.0
Teva Pharma AG,,2986376.0,18126.0,57002039.0,,38749.0,"Actiq, Lutschtabl 1200 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14588.0,N,7680570020399.0
Teva Pharma AG,,2986382.0,18126.0,57002041.0,,38749.0,"Actiq, Lutschtabl 1600 mcg m Applikator, 3 Stk",33.2902,54.6,,,,Fentanylum,14589.0,N,7680570020412.0
Teva Pharma AG,,2986399.0,18126.0,57002047.0,,38749.0,"Actiq, Lutschtabl 1600 mcg m Applikator, 30 Stk",316.1346,379.3,,,,Fentanylum,14590.0,N,7680570020474.0
Novo Nordisk Pharma AG,,2065274.0,17273.0,54708017.0,,36234.0,"Activelle, Filmtabl, 28 Stk",9.0,18.55,,,,"Estradiolum, Norethisteroni acetas",106.0,N,7680547080173.0
Sanofi-Aventis (Suisse) SA,,2346317.0,17646.0,55214003.0,,37073.0,"Actonel, Tabl 5 mg, 28 Stk",36.59,58.4,,,,Natrii risedronas,13156.0,N,7680552140039.0
Sanofi-Aventis (Suisse) SA,,2346323.0,17646.0,55214005.0,,37073.0,"Actonel, Tabl 5 mg, 84 Stk",103.15,134.8,,,,Natrii risedronas,13157.0,N,7680552140053.0
Sanofi-Aventis (Suisse) SA,,2346346.0,17646.0,55214007.0,,37073.0,"Actonel, Tabl 30 mg, 28 Stk",298.71,359.3,,,,Natrii risedronas,13158.0,N,7680552140077.0
Sanofi-Aventis (Suisse) SA,,2542515.0,17646.0,55214009.0,,37622.0,"Actonel Wochentablette, Tabl 35 mg, 4 Stk",36.59,58.4,,,,Natrii risedronas,13674.0,N,7680552140091.0
Sanofi-Aventis (Suisse) SA,,2542521.0,17646.0,55214011.0,,37622.0,"Actonel Wochentablette, Tabl 35 mg, 12 Stk",103.15,134.8,,,,Natrii risedronas,13675.0,N,7680552140114.0
Takeda Pharma AG,,2293928.0,17585.0,55378001.0,,36982.0,"Actos, Tabl 15 mg, 28 Stk",31.23,52.25,,,,Pioglitazonum,12992.0,Y,7680553780012.0
Takeda Pharma AG,,2293934.0,17585.0,55378005.0,,36982.0,"Actos, Tabl 15 mg, 98 Stk",109.12,141.65,,,,Pioglitazonum,12993.0,Y,7680553780050.0
Takeda Pharma AG,,2293940.0,17585.0,55378007.0,,36982.0,"Actos, Tabl 30 mg, 28 Stk",42.39,65.05,,,,Pioglitazonum,12994.0,Y,7680553780074.0
Takeda Pharma AG,,2293957.0,17585.0,55378011.0,,36982.0,"Actos, Tabl 30 mg, 98 Stk",147.61,185.85,,,,Pioglitazonum,12995.0,Y,7680553780111.0
Takeda Pharma AG,,2293963.0,17585.0,55378013.0,,36982.0,"Actos, Tabl 45 mg, 28 Stk",50.84,74.75,,,,Pioglitazonum,12996.0,Y,7680553780135.0
Takeda Pharma AG,,2293986.0,17585.0,55378017.0,,36982.0,"Actos, Tabl 45 mg, 98 Stk",176.99,219.6,,,,Pioglitazonum,12997.0,Y,7680553780173.0
Allergan AG,,1800151.0,16868.0,53181015.0,,35869.0,"Acular, Gtt Opht, 5 ml",6.76,15.95,,,,Ketorolacum trometamolum,119.0,N,7680531810151.0
Helvepharm AG,,2386759.0,17652.0,55691004.0,,37257.0,"Acyclovir Helvepharm, Creme 50 mg/g, 2x 5 g",10.91,20.7,,,,Aciclovirum,13168.0,N,7680556910041.0
Mepha Pharma AG,,1903879.0,16831.0,53668011.0,,35504.0,"Acyclovir Mepha, Tabl 200 mg, 25 Stk",14.23,28.65,,,,Aciclovirum,122.0,N,7680536680117.0
Mepha Pharma AG,,1903916.0,16831.0,53668054.0,,35504.0,"Acyclovir Mepha, Tabl 800 mg, 35 Stk",55.66,80.3,,,,Aciclovirum,125.0,N,7680536680544.0
Mepha Pharma AG,,1903885.0,16831.0,53668038.0,,35504.0,"Acyclovir Mepha, Tabl 400 mg, 30 Stk",28.62,49.25,,,,Aciclovirum,123.0,N,7680536680384.0
Mepha Pharma AG,,1903891.0,16831.0,53668046.0,,35504.0,"Acyclovir Mepha, Tabl 400 mg, 70 Stk",62.54,88.2,,,,Aciclovirum,124.0,N,7680536680469.0
Bayer (Schweiz) AG,,2126828.0,15859.0,51065085.0,,36234.0,"Adalat CR, Ret Tabl 20 mg, 28 Stk",6.51,15.65,,,,Nifedipinum,136.0,N,7680510650853.0
Bayer (Schweiz) AG,,2126834.0,15859.0,51065093.0,,36234.0,"Adalat CR, Ret Tabl 20 mg, 98 Stk",21.26,40.8,,,,Nifedipinum,137.0,N,7680510650938.0
Bayer (Schweiz) AG,,1435071.0,15859.0,51065018.0,,33678.0,"Adalat CR, Ret Tabl 30 mg, 28 Stk",8.72,18.2,,,,Nifedipinum,138.0,N,7680510650181.0
Bayer (Schweiz) AG,,1435088.0,15859.0,51065050.0,,33678.0,"Adalat CR, Ret Tabl 30 mg, 98 Stk",28.47,49.1,,,,Nifedipinum,139.0,N,7680510650501.0
Bayer (Schweiz) AG,,1435094.0,15859.0,51065026.0,,33678.0,"Adalat CR, Ret Tabl 60 mg, 28 Stk",14.3,28.7,,,,Nifedipinum,140.0,N,7680510650266.0
Bayer (Schweiz) AG,,1435102.0,15859.0,51065077.0,,33678.0,"Adalat CR, Ret Tabl 60 mg, 98 Stk",49.96,73.75,,,,Nifedipinum,141.0,N,7680510650778.0
Bayer (Schweiz) AG,,971324.0,14234.0,44780011.0,,30390.0,"Adalat retard, Ret Tabl 20 mg, 30 Stk",5.69,14.75,,,,Nifedipinum,134.0,Y,7680447800116.0
Bayer (Schweiz) AG,,971330.0,14234.0,44780046.0,,30390.0,"Adalat retard, Ret Tabl 20 mg, 100 Stk",16.28,35.1,,,,Nifedipinum,135.0,Y,7680447800468.0
GlaxoSmithKline AG,,2949783.0,18166.0,56907004.0,,38473.0,"Adartrel, Filmtabl 0.250 mg, 12 Stk",4.85,9.65,,,,Ropinirolum,14713.0,N,7680569070046.0
GlaxoSmithKline AG,,2949760.0,18166.0,56907006.0,,38473.0,"Adartrel, Filmtabl 0.500 mg, 28 Stk",10.55,20.3,,,,Ropinirolum,14714.0,N,7680569070060.0
GlaxoSmithKline AG,,2949777.0,18166.0,56907008.0,,38473.0,"Adartrel, Filmtabl 0.500 mg, 84 Stk",26.91,47.25,,,,Ropinirolum,14715.0,N,7680569070084.0
GlaxoSmithKline AG,,2949808.0,18166.0,56907014.0,,38473.0,"Adartrel, Filmtabl 2 mg, 28 Stk",34.61,56.1,,,,Ropinirolum,14716.0,N,7680569070145.0
GlaxoSmithKline AG,,2949814.0,18166.0,56907016.0,,38473.0,"Adartrel, Filmtabl 2 mg, 84 Stk",88.25,117.7,,,,Ropinirolum,14717.0,N,7680569070169.0
Takeda Pharma AG,,5574740.0,19989.0,62132001.0,,41365.0,"Adcetris, Trockensub 50 mg, Durchstf 1 Stk",4099.58,4408.05,,,,Brentuximabum vedotinum,32079.0,N,7680621320010.0
Takeda Pharma AG,,6059891.0,19989.0,62132003.0,,41944.0,"Adcetris, Trockensub 50 mg, Durchstf 2 Stk",7836.36,8278.25,,,,Brentuximabum vedotinum,34025.0,N,7680621320034.0
Eli Lilly (Suisse) SA,,5119013.0,19838.0,62169002.0,,41122.0,"Adcirca, Filmtabl 20 mg, 56 Stk",779.52,911.3,,,,Tadalafilum,29978.0,N,7680621690021.0
Bayer (Schweiz) AG,,5846693.0,20163.0,62903001.0,,41640.0,"Adempas, Filmtabl 0.500 mg, 42 Stk",2033.08,2291.3,,,,Riociguatum,33025.0,N,7680629030010.0
Bayer (Schweiz) AG,,5846718.0,20163.0,62903003.0,,41640.0,"Adempas, Filmtabl 1 mg, 42 Stk",2033.08,2291.3,,,,Riociguatum,33027.0,N,7680629030034.0
Bayer (Schweiz) AG,,5846724.0,20163.0,62903004.0,,41640.0,"Adempas, Filmtabl 1 mg, 84 Stk",0.0,0.0,,,,Riociguatum,33028.0,N,
Bayer (Schweiz) AG,,5846730.0,20163.0,62903005.0,,41640.0,"Adempas, Filmtabl 1.500 mg, 42 Stk",2033.08,2291.3,,,,Riociguatum,33029.0,N,7680629030058.0
Bayer (Schweiz) AG,,5846747.0,20163.0,62903006.0,,41640.0,"Adempas, Filmtabl 1.500 mg, 84 Stk",4066.16,4413.8,,,,Riociguatum,33030.0,N,7680629030065.0
Bayer (Schweiz) AG,,5846753.0,20163.0,62903007.0,,41640.0,"Adempas, Filmtabl 2 mg, 42 Stk",2033.08,2291.3,,,,Riociguatum,33031.0,N,7680629030072.0
Bayer (Schweiz) AG,,5846776.0,20163.0,62903008.0,,41640.0,"Adempas, Filmtabl 2 mg, 84 Stk",4066.16,4413.8,,,,Riociguatum,33032.0,N,7680629030089.0
Bayer (Schweiz) AG,,5846782.0,20163.0,62903009.0,,41640.0,"Adempas, Filmtabl 2.500 mg, 42 Stk",2033.08,2291.3,,,,Riociguatum,33033.0,N,7680629030096.0
Bayer (Schweiz) AG,,5846799.0,20163.0,62903010.0,,41640.0,"Adempas, Filmtabl 2.500 mg, 84 Stk",4066.16,4413.8,,,,Riociguatum,33034.0,N,7680629030102.0
Heider AG,,4051164.0,17103.0,52538025.0,,36312.0,"AdreView Iobenguane (I-123), Inj Lös, 37 MBq",0.0,0.0,,,,Iobenguanum [123I],23225.0,N,
Pfizer AG,,1383049.0,15691.0,50357015.0,,33312.0,"Adriblastin RD, Trockensub 10 mg c solv, Durchstf 1 Stk",18.2283,37.35,,,,Doxorubicini hydrochloridum,160.0,N,7680503570151.0
Pfizer AG,,1383055.0,15691.0,50357031.0,,33312.0,"Adriblastin RD, Trockensub 50 mg c Solv, Durchstf 2 Stk",148.8475,187.3,,,,Doxorubicini hydrochloridum,162.0,N,7680503570311.0
Pfizer AG,,2029781.0,15876.0,50358054.0,,37347.0,"Adriblastin Sol, Inj Lös 10 mg/5ml, Cytosafe 5 ml",14.99,29.5,,,,Doxorubicini hydrochloridum,13426.0,N,7680503580549.0
Pfizer AG,,2029798.0,15876.0,50358062.0,,37347.0,"Adriblastin Sol, Inj Lös 20 mg/10ml, Cytosafe 10 ml",33.02801,54.3,,,,Doxorubicini hydrochloridum,13427.0,N,7680503580624.0
Pfizer AG,,2029806.0,15876.0,50358070.0,,37347.0,"Adriblastin Sol, Inj Lös 50 mg/25ml, 2 Cytosafe 25 ml",142.95,180.5,,,,Doxorubicini hydrochloridum,13428.0,N,7680503580709.0
Astellas Pharma AG,,5258861.0,19771.0,58809002.0,,41030.0,"Advagraf, Ret Kaps 0.500 mg, 50 Stk",101.05,132.4,,,,Tacrolimusum,30529.0,N,7680588090025.0
Astellas Pharma AG,,5258884.0,19771.0,58809004.0,,41030.0,"Advagraf, Ret Kaps 1 mg, 50 Stk",164.37,205.1,,,,Tacrolimusum,30530.0,N,7680588090049.0
Astellas Pharma AG,,5629464.0,19771.0,58809009.0,,41487.0,"Advagraf, Ret Kaps 3 mg, 50 Stk",455.32,539.1,,,,Tacrolimusum,32301.0,N,7680588090094.0
Astellas Pharma AG,,5258909.0,19771.0,58809008.0,,41030.0,"Advagraf, Ret Kaps 5 mg, 50 Stk",735.57,860.85,,,,Tacrolimusum,30531.0,N,7680588090087.0
Bayer (Schweiz) AG,,1470601.0,15967.0,51177029.0,,33678.0,"Advantan, Creme 0.100 %, 30 g",6.62,15.8,,,,Methylprednisoloni aceponas,171.0,N,7680511770291.0
